Source_Port;Destination_Port;Protocol;Flow_Duration;Total_Forward_Packets;Total_Backward_Packets;Total_Length_Forward_Packets;Total_Length_Backward_Packets;Forward_Packets_Length_Max;Forward_Packets_Length_Min;Forward_Packets_Length_Mean;Backward_Packets_Length_Max;Backward_Packets_Length_Min;Backward_Packets_Length_Mean;Packets_Flow_IAT_Mean;Packets_Flow_IAT_Standard_Deviation;Packets_Flow_IAT_Max;Packets_Flow_IAT_Min;Forward_IAT_Total;Forward_IAT_Mean;Forward_IAT_Min;Backward_IAT_Total;Backward_IAT_Mean;Backward_IAT_Min;Forward_Header_Length;Backward_Header_Length;Forward_Packets_per_Second;Backward_Packets_per_Second;Packets_Length_Min;Packets_Length_Max;Packets_Length_Mean;Packets_Length_Standard_Deviation;Class
56255;9020;6;79;0;2;0;1418;0;0;0;1388;30;709;79;0;79;79;0;0;0;79;79;79;0;64;0;25316.455696;30;1388;935.333333;784.041666;Mirai
56361;10101;17;77;1;1;1430;20;1430;1430;1430;20;20;20;77;0;77;77;0;0;0;0;0;0;8;8;12987.012987;12987.012987;20;1430;490;814.06388;Mirai
10000;10101;17;148;0;3;0;96;0;0;0;40;24;32;74;2.828427;76;72;0;0;0;148;74;72;0;24;0;20270.27027;24;40;34;7.659417;Mirai
64780;9988;17;27;14;1;448;32;32;32;32;32;32;32;1.928571;1.328057;6;1;25;1.923077;1;0;0;0;112;8;518518.518519;37037.037037;32;32;32;0;Mirai
49987;8011;17;45;2;1;70;35;35;35;35;35;35;35;22.5;26.162951;41;4;41;41;41;0;0;0;16;8;44444.444444;22222.222222;35;35;35;0;Mirai
10000;10101;17;77;1;1;234;1430;234;234;234;1430;1430;1430;77;0;77;77;0;0;0;0;0;0;8;8;12987.012987;12987.012987;234;1430;1031.333333;690.510922;Mirai
56361;10101;17;122;1;1;222;1430;222;222;222;1430;1430;1430;122;0;122;122;0;0;0;0;0;0;8;8;8196.721311;8196.721311;222;1430;1027.333333;697.439125;Mirai
39310;7760;6;114;1;1;1400;1400;1400;1400;1400;1400;1400;1400;114;0;114;114;0;0;0;0;0;0;20;20;8771.929825;8771.929825;1400;1400;1400;0;Mirai
60092;8899;17;6;2;1;64;32;32;32;32;32;32;32;3;2.828427;5;1;1;1;1;0;0;0;16;8;333333.333333;166666.666667;32;32;32;0;Mirai
9020;49784;6;413;2;1;1418;1388;1388;30;709;1388;1388;1388;206.5;123.743687;294;119;294;294;294;0;0;0;64;32;4842.615012;2421.307506;30;1388;1048.5;679;Normal
50307;7000;6;143;0;2;0;2920;0;0;0;1460;1460;1460;143;0;143;143;0;0;0;143;143;143;0;40;0;13986.013986;1460;1460;1460;0;Spoofing
56255;9020;6;83;0;2;0;1418;0;0;0;1388;30;709;83;0;83;83;0;0;0;83;83;83;0;64;0;24096.385542;30;1388;935.333333;784.041666;Mirai
9020;49784;6;158;0;3;0;0;0;0;0;0;0;0;79;8.485281;85;73;0;0;0;158;79;73;0;96;0;18987.341772;0;0;0;0;Normal
55987;8043;17;24;1;1;18;18;18;18;18;18;18;18;24;0;24;24;0;0;0;0;0;0;8;8;41666.666667;41666.666667;18;18;18;0;Mirai
7497;554;6;2187;0;2;0;0;0;0;0;0;0;0;2187;0;2187;2187;0;0;0;2187;2187;2187;0;44;0;914.494742;0;0;0;0;DoS
46461;1935;6;75;0;2;0;2896;0;0;0;1448;1448;1448;75;0;75;75;0;0;0;75;75;75;0;64;0;26666.666667;1448;1448;1448;0;Scan
443;43238;6;212;1;1;1441;1441;1441;1441;1441;1441;1441;1441;212;0;212;212;0;0;0;0;0;0;32;32;4716.981132;4716.981132;1441;1441;1441;0;Mirai
56266;9020;6;118;1;1;0;0;0;0;0;0;0;0;118;0;118;118;0;0;0;0;0;0;32;32;8474.576271;8474.576271;0;0;0;0;Mirai
52739;9020;6;122;1;1;0;0;0;0;0;0;0;0;122;0;122;122;0;0;0;0;0;0;32;32;8196.721311;8196.721311;0;0;0;0;Scan
60101;8899;17;157;1;1;32;32;32;32;32;32;32;32;157;0;157;157;0;0;0;0;0;0;8;8;6369.426752;6369.426752;32;32;32;0;Mirai
51993;8899;17;17;2;1;64;32;32;32;32;32;32;32;8.5;2.12132;10;7;7;7;7;0;0;0;16;8;117647.058824;58823.529412;32;32;32;0;Mirai
7138;19604;6;3754;0;2;0;0;0;0;0;0;0;0;3754;0;3754;3754;0;0;0;3754;3754;3754;0;40;0;532.765051;0;0;0;0;DoS
52739;9020;6;75;1;1;0;0;0;0;0;0;0;0;75;0;75;75;0;0;0;0;0;0;32;32;13333.333333;13333.333333;0;0;0;0;Scan
52739;9020;6;83;0;2;0;1418;0;0;0;1388;30;709;83;0;83;83;0;0;0;83;83;83;0;64;0;24096.385542;30;1388;935.333333;784.041666;Scan
9020;49784;6;285;2;1;1418;1388;1388;30;709;1388;1388;1388;142.5;102.530483;215;70;215;215;215;0;0;0;64;32;7017.54386;3508.77193;30;1388;1048.5;679;Normal
443;51875;6;81;1;1;1448;1448;1448;1448;1448;1448;1448;1448;81;0;81;81;0;0;0;0;0;0;32;32;12345.679012;12345.679012;1448;1448;1448;0;Mirai
64776;9988;17;2;1;1;32;32;32;32;32;32;32;32;2;0;2;2;0;0;0;0;0;0;8;8;500000;500000;32;32;32;0;Mirai
56361;10101;17;218;0;3;0;96;0;0;0;32;32;32;109;32.526912;132;86;0;0;0;218;109;86;0;24;0;13761.46789;32;32;32;0;Mirai
56361;10101;17;78;0;2;0;64;0;0;0;32;32;32;78;0;78;78;0;0;0;78;78;78;0;16;0;25641.025641;32;32;32;0;Mirai
10000;10101;17;118;0;2;0;72;0;0;0;40;32;36;118;0;118;118;0;0;0;118;118;118;0;16;0;16949.152542;32;40;37.333333;4.618802;Mirai
52704;9020;6;142;0;2;0;2776;0;0;0;1388;1388;1388;142;0;142;142;0;0;0;142;142;142;0;64;0;14084.507042;1388;1388;1388;0;Scan
60148;8899;17;279;6;1;192;32;32;32;32;32;32;32;46.5;66.92309;168;2;270;54;2;0;0;0;48;8;21505.376344;3584.229391;32;32;32;0;Mirai
2186;554;6;5374;3;2;0;0;0;0;0;0;0;0;1343.5;860.708429;2556;655;4558;2279;655;4027;4027;4027;60;44;558.243394;372.162263;0;0;0;0;DoS
443;51875;6;112;1;1;1448;1448;1448;1448;1448;1448;1448;1448;112;0;112;112;0;0;0;0;0;0;32;32;8928.571429;8928.571429;1448;1448;1448;0;Mirai
7973;554;6;4961;0;2;0;0;0;0;0;0;0;0;4961;0;4961;4961;0;0;0;4961;4961;4961;0;44;0;403.144527;0;0;0;0;DoS
52717;9020;6;123;1;1;0;0;0;0;0;0;0;0;123;0;123;123;0;0;0;0;0;0;32;32;8130.081301;8130.081301;0;0;0;0;Scan
60155;8899;17;2;1;1;32;32;32;32;32;32;32;32;2;0;2;2;0;0;0;0;0;0;8;8;500000;500000;32;32;32;0;Mirai
53242;9020;6;85;0;2;0;1418;0;0;0;1388;30;709;85;0;85;85;0;0;0;85;85;85;0;64;0;23529.411765;30;1388;935.333333;784.041666;Spoofing
51998;8899;17;52;5;1;160;32;32;32;32;32;32;32;10.4;3.646917;14;6;45;11.25;6;0;0;0;40;8;96153.846154;19230.769231;32;32;32;0;Mirai
9020;56196;6;142;0;3;0;0;0;0;0;0;0;0;71;0;71;71;0;0;0;142;71;71;0;96;0;21126.760563;0;0;0;0;Mirai
52739;9020;6;72;1;1;0;0;0;0;0;0;0;0;72;0;72;72;0;0;0;0;0;0;32;32;13888.888889;13888.888889;0;0;0;0;Scan
56361;10101;17;285;3;1;3230;1430;1430;370;1076.666667;1430;1430;1430;95;30.512293;129;70;199;99.5;70;0;0;0;24;8;10526.315789;3508.77193;370;1430;1218;474.046411;Mirai
51992;8899;17;32;2;1;64;32;32;32;32;32;32;32;16;14.142136;26;6;26;26;26;0;0;0;16;8;62500;31250;32;32;32;0;Mirai
54762;443;6;148;2;1;0;0;0;0;0;0;0;0;74;0;74;74;74;74;74;0;0;0;40;20;13513.513514;6756.756757;0;0;0;0;Spoofing
52704;9020;6;142;0;2;0;1418;0;0;0;1388;30;709;142;0;142;142;0;0;0;142;142;142;0;64;0;14084.507042;30;1388;935.333333;784.041666;Scan
56255;9020;6;121;1;1;0;0;0;0;0;0;0;0;121;0;121;121;0;0;0;0;0;0;32;32;8264.46281;8264.46281;0;0;0;0;Mirai
56361;10101;17;203;2;1;2744;1430;1430;1314;1372;1430;1430;1430;101.5;38.890873;129;74;74;74;74;0;0;0;16;8;9852.216749;4926.108374;1314;1430;1401;58;Mirai
56361;10101;17;75;1;1;1430;1430;1430;1430;1430;1430;1430;1430;75;0;75;75;0;0;0;0;0;0;8;8;13333.333333;13333.333333;1430;1430;1430;0;Mirai
56361;10101;17;127;1;1;1430;1430;1430;1430;1430;1430;1430;1430;127;0;127;127;0;0;0;0;0;0;8;8;7874.015748;7874.015748;1430;1430;1430;0;Mirai
52069;7100;6;83;1;1;0;0;0;0;0;0;0;0;83;0;83;83;0;0;0;0;0;0;20;20;12048.192771;12048.192771;0;0;0;0;Mirai
60067;8011;17;16;2;1;70;35;35;35;35;35;35;35;8;2.828427;10;6;10;10;10;0;0;0;16;8;125000;62500;35;35;35;0;Mirai
56275;9020;6;136;0;2;0;1418;0;0;0;1388;30;709;136;0;136;136;0;0;0;136;136;136;0;64;0;14705.882353;30;1388;482.666667;784.041666;Mirai
56361;10101;17;114;1;1;1430;1430;1430;1430;1430;1430;1430;1430;114;0;114;114;0;0;0;0;0;0;8;8;8771.929825;8771.929825;1430;1430;1430;0;Mirai
9020;49784;6;147;0;3;0;0;0;0;0;0;0;0;73.5;2.12132;75;72;0;0;0;147;73.5;72;0;96;0;20408.163265;0;0;0;0;Normal
60146;8899;17;10;2;1;64;32;32;32;32;32;32;32;5;2.828427;7;3;3;3;3;0;0;0;16;8;200000;100000;32;32;32;0;Mirai
64774;9988;17;182;9;1;288;32;32;32;32;32;32;32;20.222222;39.037731;124;4;169;21.125;4;0;0;0;72;8;49450.549451;5494.505495;32;32;32;0;Mirai
6581;554;6;2365;0;2;0;0;0;0;0;0;0;0;2365;0;2365;2365;0;0;0;2365;2365;2365;0;44;0;845.665962;0;0;0;0;DoS
10102;443;6;164;4;7;0;9725;0;0;0;1460;1156;1389.285714;16.4;7.862711;30;7;148;49.333333;32;153;25.5;14;80;140;24390.243902;42682.926829;0;1460;932.083333;694.847591;Mirai
4665;554;6;3984;0;2;0;0;0;0;0;0;0;0;3984;0;3984;3984;0;0;0;3984;3984;3984;0;44;0;502.008032;0;0;0;0;DoS
443;51875;6;112;1;1;1448;1448;1448;1448;1448;1448;1448;1448;112;0;112;112;0;0;0;0;0;0;32;32;8928.571429;8928.571429;1448;1448;1448;0;Mirai
51999;8899;17;30;2;1;64;32;32;32;32;32;32;32;15;7.071068;20;10;10;10;10;0;0;0;16;8;66666.666667;33333.333333;32;32;32;0;Mirai
60149;8899;17;4;1;1;32;32;32;32;32;32;32;32;4;0;4;4;0;0;0;0;0;0;8;8;250000;250000;32;32;32;0;Mirai
56361;10101;17;192;2;1;2676;1430;1430;1246;1338;1430;1430;1430;96;31.112698;118;74;74;74;74;0;0;0;16;8;10416.666667;5208.333333;1246;1430;1384;92;Mirai
2644;554;6;5216;0;2;0;0;0;0;0;0;0;0;5216;0;5216;5216;0;0;0;5216;5216;5216;0;44;0;383.435583;0;0;0;0;DoS
80;42852;6;123;1;1;1460;1460;1460;1460;1460;1460;1460;1460;123;0;123;123;0;0;0;0;0;0;20;20;8130.081301;8130.081301;1460;1460;1460;0;Mirai
1760;554;6;7275;0;2;0;0;0;0;0;0;0;0;7275;0;7275;7275;0;0;0;7275;7275;7275;0;44;0;274.914089;0;0;0;0;DoS
64775;9988;17;48;34;1;1088;32;32;32;32;32;32;32;1.411765;4.912061;29;0;46;1.393939;0;0;0;0;272;8;708333.333333;20833.333333;32;32;32;0;Mirai
45457;8100;6;120;0;2;0;0;0;0;0;0;0;0;120;0;120;120;0;0;0;120;120;120;0;40;0;16666.666667;0;0;0;0;Mirai
60196;8899;17;6;1;1;32;32;32;32;32;32;32;32;6;0;6;6;0;0;0;0;0;0;8;8;166666.666667;166666.666667;32;32;32;0;Mirai
9020;52739;6;157;0;3;0;0;0;0;0;0;0;0;78.5;9.192388;85;72;0;0;0;157;78.5;72;0;96;0;19108.280255;0;0;0;0;Scan
60138;443;6;74;0;2;0;2896;0;0;0;1448;1448;1448;74;0;74;74;0;0;0;74;74;74;0;64;0;27027.027027;1448;1448;1448;0;Mirai
60043;8899;17;12;4;1;128;32;32;32;32;32;32;32;3;1.414214;4;1;9;3;1;0;0;0;32;8;333333.333333;83333.333333;32;32;32;0;Mirai
9020;56196;6;143;2;1;1418;1388;1388;30;709;1388;1388;1388;71.5;0.707107;72;71;71;71;71;0;0;0;64;32;13986.013986;6993.006993;30;1388;1048.5;679;Mirai
10000;10101;17;194;2;1;2860;1430;1430;1430;1430;1430;1430;1430;97;31.112698;119;75;75;75;75;0;0;0;16;8;10309.278351;5154.639175;1430;1430;1430;0;Mirai
52738;9020;6;154;2;1;0;0;0;0;0;0;0;0;77;0;77;77;77;77;77;0;0;0;64;32;12987.012987;6493.506494;0;0;0;0;Mirai
56361;10101;17;279;3;1;3374;1430;1430;514;1124.666667;1430;1430;1430;93;28;125;73;198;99;73;0;0;0;24;8;10752.688172;3584.229391;514;1430;1246.8;409.647653;Mirai
60132;8899;17;240;3;1;96;32;32;32;32;32;32;32;80;123.850717;223;7;230;115;7;0;0;0;24;8;12500;4166.666667;32;32;32;0;Mirai
52739;9020;6;110;0;2;0;2776;0;0;0;1388;1388;1388;110;0;110;110;0;0;0;110;110;110;0;64;0;18181.818182;1388;1388;1388;0;Scan
0;0;0;140;2;1;0;0;0;0;0;0;0;0;70;0;70;70;70;70;70;0;0;0;0;0;14285.714286;7142.857143;0;0;0;0;Spoofing
52739;9020;6;71;0;2;0;2776;0;0;0;1388;1388;1388;71;0;71;71;0;0;0;71;71;71;0;64;0;28169.014085;1388;1388;1388;0;Scan
443;43238;6;79;1;1;1441;1441;1441;1441;1441;1441;1441;1441;79;0;79;79;0;0;0;0;0;0;32;32;12658.227848;12658.227848;1441;1441;1441;0;Mirai
10167;9020;6;126;0;2;0;1612;0;0;0;1388;224;806;126;0;126;126;0;0;0;126;126;126;0;64;0;15873.015873;224;1388;1000;672.035713;Mirai
56250;9020;6;142;2;1;0;0;0;0;0;0;0;0;71;0;71;71;71;71;71;0;0;0;64;32;14084.507042;7042.253521;0;0;0;0;Mirai
6073;554;6;5547;0;2;0;0;0;0;0;0;0;0;5547;0;5547;5547;0;0;0;5547;5547;5547;0;44;0;360.555255;0;0;0;0;DoS
443;43238;6;155;1;1;1441;1441;1441;1441;1441;1441;1441;1441;155;0;155;155;0;0;0;0;0;0;32;32;6451.612903;6451.612903;1441;1441;1441;0;Mirai
9020;49784;6;217;2;1;2776;1388;1388;1388;1388;1388;1388;1388;108.5;37.476659;135;82;135;135;135;0;0;0;64;32;9216.589862;4608.294931;1388;1388;1388;0;Normal
56361;10101;17;259;1;1;1430;1430;1430;1430;1430;1430;1430;1430;259;0;259;259;0;0;0;0;0;0;8;8;3861.003861;3861.003861;1430;1430;1430;0;Mirai
53242;9020;6;156;0;3;0;4164;0;0;0;1388;1388;1388;78;0;78;78;0;0;0;156;78;78;0;96;0;19230.769231;1388;1388;1388;0;Spoofing
2485;19604;6;1195;0;2;0;0;0;0;0;0;0;0;1195;0;1195;1195;0;0;0;1195;1195;1195;0;40;0;1673.640167;0;0;0;0;DoS
56361;10101;17;266;0;3;0;120;0;0;0;40;40;40;133;86.267027;194;72;0;0;0;266;133;72;0;24;0;11278.195489;40;40;40;0;Mirai
9020;49784;6;134;1;1;1388;1388;1388;1388;1388;1388;1388;1388;134;0;134;134;0;0;0;0;0;0;32;32;7462.686567;7462.686567;1388;1388;1388;0;Normal
56795;443;6;72;0;2;0;0;0;0;0;0;0;0;72;0;72;72;0;0;0;72;72;72;0;40;0;27777.777778;0;0;0;0;Mirai
9020;49784;6;253;2;1;2776;1388;1388;1388;1388;1388;1388;1388;126.5;14.849242;137;116;137;137;137;0;0;0;64;32;7905.13834;3952.56917;1388;1388;1388;0;Normal
9020;52717;6;81;1;1;30;1388;30;30;30;1388;1388;1388;81;0;81;81;0;0;0;0;0;0;32;32;12345.679012;12345.679012;30;1388;935.333333;784.041666;Scan
58765;443;6;150;0;3;0;367;0;0;0;330;0;122.333333;75;1.414214;76;74;0;0;0;150;75;74;0;96;0;20000;0;330;174.25;180.477838;Mirai
64780;9988;17;21;5;1;160;32;32;32;32;32;32;32;4.2;1.48324;6;2;16;4;2;0;0;0;40;8;238095.238095;47619.047619;32;32;32;0;Mirai
62742;8043;17;29;1;1;18;18;18;18;18;18;18;18;29;0;29;29;0;0;0;0;0;0;8;8;34482.758621;34482.758621;18;18;18;0;Mirai
56361;10101;17;186;2;1;2860;1430;1430;1430;1430;1430;1430;1430;93;26.870058;112;74;112;112;112;0;0;0;16;8;10752.688172;5376.344086;1430;1430;1430;0;Mirai
52739;9020;6;119;1;1;0;0;0;0;0;0;0;0;119;0;119;119;0;0;0;0;0;0;32;32;8403.361345;8403.361345;0;0;0;0;Scan
9020;49784;6;327;3;1;2806;1388;1388;30;935.333333;1388;1388;1388;109;38.574603;153;81;234;117;81;0;0;0;96;32;9174.311927;3058.103976;30;1388;1116.4;607.316063;Normal
64775;9988;17;7;7;1;224;32;32;32;32;32;32;32;1;0.816497;2;0;5;0.833333;0;0;0;0;56;8;1000000;142857.142857;32;32;32;0;Mirai
46201;80;6;234;3;1;0;0;0;0;0;0;0;0;78;7;86;73;161;80.5;75;0;0;0;96;32;12820.512821;4273.504274;0;0;0;0;Mirai
46461;1935;6;112;0;2;0;2896;0;0;0;1448;1448;1448;112;0;112;112;0;0;0;112;112;112;0;64;0;17857.142857;1448;1448;1448;0;Scan
51993;8899;17;8;1;1;32;32;32;32;32;32;32;32;8;0;8;8;0;0;0;0;0;0;8;8;125000;125000;32;32;32;0;Mirai
52930;9020;6;117;0;2;0;1418;0;0;0;1388;30;709;117;0;117;117;0;0;0;117;117;117;0;64;0;17094.017094;30;1388;935.333333;784.041666;Mirai
443;43238;6;149;1;1;1441;1441;1441;1441;1441;1441;1441;1441;149;0;149;149;0;0;0;0;0;0;32;32;6711.409396;6711.409396;1441;1441;1441;0;Mirai
7124;554;6;2155;0;2;0;0;0;0;0;0;0;0;2155;0;2155;2155;0;0;0;2155;2155;2155;0;44;0;928.074246;0;0;0;0;DoS
5455;554;6;9565;1;2;0;0;0;0;0;0;0;0;4782.5;4968.839351;8296;1269;0;0;0;9565;9565;9565;20;44;104.547831;209.095661;0;0;0;0;DoS
52704;9020;6;111;0;2;0;1418;0;0;0;1388;30;709;111;0;111;111;0;0;0;111;111;111;0;64;0;18018.018018;30;1388;935.333333;784.041666;Scan
0;0;0;74;1;1;0;0;0;0;0;0;0;0;74;0;74;74;0;0;0;0;0;0;0;0;13513.513514;13513.513514;0;0;0;0;Spoofing
52717;9020;6;143;2;1;0;0;0;0;0;0;0;0;71.5;3.535534;74;69;69;69;69;0;0;0;64;32;13986.013986;6993.006993;0;0;0;0;Scan
52704;9020;6;144;0;2;0;2776;0;0;0;1388;1388;1388;144;0;144;144;0;0;0;144;144;144;0;64;0;13888.888889;1388;1388;1388;0;Scan
443;51875;6;136;1;1;1448;1448;1448;1448;1448;1448;1448;1448;136;0;136;136;0;0;0;0;0;0;32;32;7352.941176;7352.941176;1448;1448;1448;0;Mirai
10127;9020;6;140;0;3;0;4164;0;0;0;1388;1388;1388;70;1.414214;71;69;0;0;0;140;70;69;0;96;0;21428.571429;1388;1388;1388;0;Mirai
40900;443;6;147;0;3;0;0;0;0;0;0;0;0;73.5;0.707107;74;73;0;0;0;147;73.5;73;0;60;0;20408.163265;0;0;0;0;Mirai
60061;8899;17;30;4;1;128;32;32;32;32;32;32;32;7.5;2.516611;11;5;19;6.333333;5;0;0;0;32;8;133333.333333;33333.333333;32;32;32;0;Mirai
45410;443;6;116;1;1;0;0;0;0;0;0;0;0;116;0;116;116;0;0;0;0;0;0;32;32;8620.689655;8620.689655;0;0;0;0;Mirai
80;42856;6;144;2;1;2920;1460;1460;1460;1460;1460;1460;1460;72;1.414214;73;71;73;73;73;0;0;0;40;20;13888.888889;6944.444444;1460;1460;1460;0;Mirai
443;51875;6;145;1;1;928;1448;928;928;928;1448;1448;1448;145;0;145;145;0;0;0;0;0;0;32;32;6896.551724;6896.551724;928;1448;1274.666667;300.22214;Mirai
443;43238;6;154;1;1;1441;1441;1441;1441;1441;1441;1441;1441;154;0;154;154;0;0;0;0;0;0;32;32;6493.506494;6493.506494;1441;1441;1441;0;Mirai
60030;8899;17;20;7;1;224;32;32;32;32;32;32;32;2.857143;0.899735;4;2;16;2.666667;2;0;0;0;56;8;350000;50000;32;32;32;0;Mirai
51995;8899;17;3;1;1;32;32;32;32;32;32;32;32;3;0;3;3;0;0;0;0;0;0;8;8;333333.333333;333333.333333;32;32;32;0;Mirai
8917;19604;6;1866;0;2;0;0;0;0;0;0;0;0;1866;0;1866;1866;0;0;0;1866;1866;1866;0;40;0;1071.811361;0;0;0;0;DoS
443;43238;6;151;1;1;1441;1441;1441;1441;1441;1441;1441;1441;151;0;151;151;0;0;0;0;0;0;32;32;6622.516556;6622.516556;1441;1441;1441;0;Mirai
10000;10101;17;269;2;1;2860;1430;1430;1430;1430;1430;1430;1430;134.5;70.003571;184;85;184;184;184;0;0;0;16;8;7434.944238;3717.472119;1430;1430;1430;0;Mirai
53190;9020;6;120;0;2;0;1418;0;0;0;1388;30;709;120;0;120;120;0;0;0;120;120;120;0;64;0;16666.666667;30;1388;935.333333;784.041666;Spoofing
10105;9020;6;73;1;1;0;0;0;0;0;0;0;0;73;0;73;73;0;0;0;0;0;0;32;32;13698.630137;13698.630137;0;0;0;0;Mirai
443;51875;6;118;1;1;1448;1448;1448;1448;1448;1448;1448;1448;118;0;118;118;0;0;0;0;0;0;32;32;8474.576271;8474.576271;1448;1448;1448;0;Mirai
33865;443;6;112;0;2;0;2896;0;0;0;1448;1448;1448;112;0;112;112;0;0;0;112;112;112;0;64;0;17857.142857;1448;1448;1448;0;Spoofing
443;43238;6;175;1;1;1441;1441;1441;1441;1441;1441;1441;1441;175;0;175;175;0;0;0;0;0;0;32;32;5714.285714;5714.285714;1441;1441;1441;0;Mirai
9020;49784;6;425;0;2;0;0;0;0;0;0;0;0;425;0;425;425;0;0;0;425;425;425;0;64;0;4705.882353;0;0;0;0;Normal
10000;10101;17;246;3;1;4290;1430;1430;1430;1430;1430;1430;1430;82;23.388031;109;68;177;88.5;68;0;0;0;24;8;12195.121951;4065.04065;1430;1430;1430;0;Mirai
9020;49784;6;490;0;4;0;0;0;0;0;0;0;0;163.333333;155.61598;343;71;0;0;0;490;163.333333;71;0;128;0;8163.265306;0;0;0;0;Normal
56266;9020;6;74;0;2;0;2776;0;0;0;1388;1388;1388;74;0;74;74;0;0;0;74;74;74;0;64;0;27027.027027;1388;1388;1388;0;Mirai
4661;554;6;1543;0;2;0;0;0;0;0;0;0;0;1543;0;1543;1543;0;0;0;1543;1543;1543;0;44;0;1296.17628;0;0;0;0;DoS
56361;10101;17;298;4;1;4310;1430;1430;20;1077.5;1430;1430;1430;74.5;1.732051;77;73;221;73.666667;73;0;0;0;32;8;13422.818792;3355.704698;20;1430;1195;575.63009;Mirai
52739;9020;6;149;2;1;0;0;0;0;0;0;0;0;74.5;0.707107;75;74;74;74;74;0;0;0;64;32;13422.818792;6711.409396;0;0;0;0;Scan
9020;49784;6;122;0;2;0;0;0;0;0;0;0;0;122;0;122;122;0;0;0;122;122;122;0;64;0;16393.442623;0;0;0;0;Normal
53666;443;6;142;0;2;0;2896;0;0;0;1448;1448;1448;142;0;142;142;0;0;0;142;142;142;0;64;0;14084.507042;1448;1448;1448;0;Mirai
80;55576;6;118;1;1;952;1448;952;952;952;1448;1448;1448;118;0;118;118;0;0;0;0;0;0;32;32;8474.576271;8474.576271;952;1448;1282.666667;286.365734;Spoofing
52739;9020;6;119;0;2;0;1418;0;0;0;1388;30;709;119;0;119;119;0;0;0;119;119;119;0;64;0;16806.722689;30;1388;935.333333;784.041666;Scan
56255;9020;6;73;0;2;0;2776;0;0;0;1388;1388;1388;73;0;73;73;0;0;0;73;73;73;0;64;0;27397.260274;1388;1388;1388;0;Mirai
56413;443;6;76;1;1;0;0;0;0;0;0;0;0;76;0;76;76;0;0;0;0;0;0;44;32;13157.894737;13157.894737;0;0;0;0;Mirai
0;0;0;141;2;1;0;0;0;0;0;0;0;0;70.5;0.707107;71;70;71;71;71;0;0;0;0;0;14184.397163;7092.198582;0;0;0;0;Spoofing
60074;8899;17;8;3;1;96;32;32;32;32;32;32;32;2.666667;0.57735;3;2;5;2.5;2;0;0;0;24;8;375000;125000;32;32;32;0;Mirai
1299;554;6;6388;0;2;0;0;0;0;0;0;0;0;6388;0;6388;6388;0;0;0;6388;6388;6388;0;44;0;313.087038;0;0;0;0;DoS
56219;9010;6;73;1;1;480;0;480;480;480;0;0;0;73;0;73;73;0;0;0;0;0;0;32;32;13698.630137;13698.630137;0;480;160;277.128129;Mirai
51992;8899;17;1;1;1;32;32;32;32;32;32;32;32;1;0;1;1;0;0;0;0;0;0;8;8;1000000;1000000;32;32;32;0;Mirai
8441;554;6;17161;0;2;0;0;0;0;0;0;0;0;17161;0;17161;17161;0;0;0;17161;17161;17161;0;44;0;116.543325;0;0;0;0;DoS
60156;8899;17;203;7;1;224;32;32;32;32;32;32;32;29;68.799225;185;2;201;33.5;2;0;0;0;56;8;34482.758621;4926.108374;32;32;32;0;Mirai
60129;8899;17;95;2;1;64;32;32;32;32;32;32;32;47.5;62.932504;92;3;92;92;92;0;0;0;16;8;21052.631579;10526.315789;32;32;32;0;Mirai
52738;9020;6;146;1;1;0;0;0;0;0;0;0;0;146;0;146;146;0;0;0;0;0;0;32;32;6849.315068;6849.315068;0;0;0;0;Mirai
60154;8899;17;14;1;1;32;32;32;32;32;32;32;32;14;0;14;14;0;0;0;0;0;0;8;8;71428.571429;71428.571429;32;32;32;0;Mirai
60212;8899;17;290;25;1;800;32;32;32;32;32;32;32;11.6;34.1382;175;0;282;11.75;0;0;0;0;200;8;86206.896552;3448.275862;32;32;32;0;Mirai
56242;9020;6;121;1;1;0;0;0;0;0;0;0;0;121;0;121;121;0;0;0;0;0;0;32;32;8264.46281;8264.46281;0;0;0;0;Mirai
56260;7100;6;73;0;2;0;2848;0;0;0;1424;1424;1424;73;0;73;73;0;0;0;73;73;73;0;40;0;27397.260274;1424;1424;1424;0;Mirai
4907;554;6;1427;0;2;0;0;0;0;0;0;0;0;1427;0;1427;1427;0;0;0;1427;1427;1427;0;44;0;1401.541696;0;0;0;0;DoS
443;51875;6;115;1;1;1328;1448;1328;1328;1328;1448;1448;1448;115;0;115;115;0;0;0;0;0;0;32;32;8695.652174;8695.652174;1328;1448;1408;69.282032;Mirai
64776;9988;17;1;1;1;32;32;32;32;32;32;32;32;1;0;1;1;0;0;0;0;0;0;8;8;1000000;1000000;32;32;32;0;Mirai
56266;9020;6;130;0;2;0;1418;0;0;0;1388;30;709;130;0;130;130;0;0;0;130;130;130;0;64;0;15384.615385;30;1388;935.333333;784.041666;Mirai
60022;8899;17;17;7;1;224;32;32;32;32;32;32;32;2.428571;1.133893;4;1;15;2.5;1;0;0;0;56;8;411764.705882;58823.529412;32;32;32;0;Mirai
56266;9020;6;119;0;2;0;1418;0;0;0;1388;30;709;119;0;119;119;0;0;0;119;119;119;0;64;0;16806.722689;30;1388;935.333333;784.041666;Mirai
